taxonKey,taxonID,scientificName,kingdom,taxonRank
152543660,https://www.gbif.org/species/7066596,Zinnia angustifolia var. angustifolia,Plantae,VARIETY
152543663,https://www.gbif.org/species/9479629,"Tasserkidrilus americanus (Brinkhurst & Cook, 1966)",Animalia,SPECIES
152543666,https://www.gbif.org/species/5391599,Chamaemelum nobile (L.) All.,Plantae,SPECIES
152543667,https://www.gbif.org/species/9442679,"Bratislavia dadayi (Michaelsen, 1905)",Animalia,SPECIES
152543670,https://www.gbif.org/species/5392859,Echinops bannaticus Rochel ex Schrad.,Plantae,SPECIES
152543671,https://www.gbif.org/species/4410150,"Monopylephorus limosus (Hatai, 1898)",Animalia,SPECIES
152543672,https://www.gbif.org/species/5392883,Echinops sphaerocephalus L.,Plantae,SPECIES
152543673,https://www.gbif.org/species/5392683,Echinops exaltatus Schrad.,Plantae,SPECIES
152543676,https://www.gbif.org/species/4410088,"Quistadrilus multisetosus (Smith, 1900)",Animalia,SPECIES
152543677,https://www.gbif.org/species/5392270,Cichorium pumilum Jacq.,Plantae,SPECIES
152543679,https://www.gbif.org/species/5392243,Cichorium endivia L.,Plantae,SPECIES
152543682,https://www.gbif.org/species/4410056,"Psammoryctides moravicus (Hrabĕ, 1934)",Animalia,SPECIES
152543683,https://www.gbif.org/species/8323119,Bidens triplinervia var. macrantha (Wedd.) Sherff,Plantae,VARIETY
152543685,https://www.gbif.org/species/5392145,Bidens radiata Thuill.,Plantae,SPECIES
152543686,https://www.gbif.org/species/4812260,"Branchiodrilus hortensis (Stephenson, 1910)",Animalia,SPECIES
152543687,https://www.gbif.org/species/5392174,Bidens frondosa L.,Plantae,SPECIES
152543689,https://www.gbif.org/species/5391882,Bidens subalternans DC.,Plantae,SPECIES
152543690,https://www.gbif.org/species/2308574,"Branchiura sowerbyi Beddard, 1892",Animalia,SPECIES
152543692,https://www.gbif.org/species/4307880,"Potamothrix heuscheri (Bretscher, 1900)",Animalia,SPECIES
152543693,https://www.gbif.org/species/5392083,Bidens connata Muhl. ex Willd.,Plantae,SPECIES
152543694,https://www.gbif.org/species/5391810,Bidens vulgata Greene,Plantae,SPECIES
