taxonKey,taxonID,scientificName,taxonomicStatus,acceptedKey,acceptedName,acceptedTaxonRank,acceptedKingdom
160844898,60197,Nicandra physalodes (L.) Gaertn.,ACCEPTED,5341754,Nicandra physalodes (L.) Gaertn.,SPECIES,Plantae
160844901,60198,Nicotiana glauca Graham,ACCEPTED,2928783,Nicotiana glauca Graham,SPECIES,Plantae
160844902,60255,"Sargocentron Fowler, 1904",ACCEPTED,2356717,"Sargocentron Fowler, 1904",GENUS,Animalia
160844903,60181,Lycium ferocissimum Miers,ACCEPTED,3797394,Lycium ferocissimum Miers,SPECIES,Plantae
160844904,60160,"Holocentrus adscensionis (Osbeck, 1765)",ACCEPTED,5204778,"Holocentrus adscensionis (Osbeck, 1765)",SPECIES,Animalia
160844905,60182,Lycopersicon esculentum (L.) Karst. ex Farw.,,,Lycopersicon esculentum (L.) Karst. ex Farw.,,
160844907,60122,Datura stramonium L.,ACCEPTED,2928751,Datura stramonium L.,SPECIES,Plantae
160844909,60121,Datura innoxia Mill.,ACCEPTED,2928755,Datura innoxia Mill.,SPECIES,Plantae
160844910,60271,"Stephanolepis diaspros Fraser-Brunner, 1940",ACCEPTED,5213449,"Stephanolepis diaspros Fraser-Brunner, 1940",SPECIES,Animalia
160844914,60266,"Sphoeroides pachygaster (MÃ¼ller & Troschel, 1848)",ACCEPTED,2407845,"Sphoeroides pachygaster (Müller & Troschel, 1848)",SPECIES,Animalia
160844915,60233,Pittosporum tobira (Murray) Aiton fil.,ACCEPTED,8677924,Pittosporum tobira (Murray) Aiton fil.,SPECIES,Plantae
160844916,60168,"Lagocephalus sceleratus (Gmelin, 1789)",ACCEPTED,2407758,"Lagocephalus sceleratus (Gmelin, 1789)",SPECIES,Animalia
160844919,60229,Pimpinella anisum L.,ACCEPTED,8080300,Pimpinella anisum L.,SPECIES,Plantae
160844921,60123,Daucus carota L.,ACCEPTED,3034742,Daucus carota L.,SPECIES,Plantae
160844922,60145,"Fistularia commersonii RÃ¼ppell, 1838",,,"Fistularia commersonii RÃ¼ppell, 1838",,
160844923,60107,Coriandrum sativum L.,ACCEPTED,3034871,Coriandrum sativum L.,SPECIES,Plantae
160844925,60112,Cuminum cyminum L.,ACCEPTED,3034775,Cuminum cyminum L.,SPECIES,Plantae
160844928,60129,"Enchelycore anatina (Lowe, 1838)",ACCEPTED,2404210,"Enchelycore anatina (Lowe, 1838)",SPECIES,Animalia
160844932,60115,Cyclamen persicum Mill.,ACCEPTED,3169317,Cyclamen persicum Mill.,SPECIES,Plantae
160844933,60267,"Sphyraena chrysotaenia Klunzinger, 1884",ACCEPTED,2394252,"Sphyraena chrysotaenia Klunzinger, 1884",SPECIES,Animalia
160844937,60260,"Siganus luridus (RÃ¼ppell, 1829)",ACCEPTED,2390262,"Siganus luridus (Rüppell, 1829)",SPECIES,Animalia
160844938,60238,Populus nigra L.,ACCEPTED,3040227,Populus nigra L.,SPECIES,Plantae
160844941,60256,"Scatophagus argus (Linnaeus, 1766)",ACCEPTED,2394736,"Scatophagus argus (Linnaeus, 1766)",SPECIES,Animalia
160844943,60215,Passiflora caerulea L.,ACCEPTED,2874199,Passiflora caerulea L.,SPECIES,Plantae
160844944,60204,"Oplegnathus fasciatus KrÃ¸yer, 1845",ACCEPTED,2392240,"Oplegnathus fasciatus (Temminck & Schlegel, 1844)",SPECIES,Animalia
160844948,60211,"Parablennius pilicornis (Cuvier, 1829)",ACCEPTED,2395292,"Parablennius pilicornis (Cuvier, 1829)",SPECIES,Animalia
